date,category,total_units,total_value,stockout_skus,overstock_skus,instock_rate,carrying_cost
2024-07-02,Breakroom,7405,141730.75,12,1,0.8695652173913043,70.85
2024-07-02,Furniture,5099,3019032.34,15,39,0.8295454545454546,1509.51
2024-07-02,Office Supplies,10572,339262.99,21,2,0.8627450980392157,169.65
2024-07-02,Shipping,7134,327495.33,6,3,0.927710843373494,163.76
2024-07-02,Technology,4863,1406866.73,17,32,0.7976190476190477,703.43
2024-07-03,Breakroom,7583,141946.11000000002,16,0,0.8260869565217391,70.97
2024-07-03,Furniture,5021,2988859.89,13,38,0.8522727272727273,1494.41
2024-07-03,Office Supplies,10509,349135.71,23,1,0.8496732026143791,174.54
2024-07-03,Shipping,7168,335695.04,7,4,0.9156626506024096,167.87
2024-07-03,Technology,4763,1353613.43,17,30,0.7976190476190477,676.8100000000001
2024-07-04,Breakroom,7093,134982.74,18,1,0.8043478260869565,67.43
2024-07-04,Furniture,5158,3052472.75,17,40,0.8068181818181818,1526.24
2024-07-04,Office Supplies,10848,347843.14,21,2,0.8627450980392157,173.92
2024-07-04,Shipping,7193,326393.3,8,2,0.9036144578313253,163.19
2024-07-04,Technology,4735,1363808.37,18,29,0.7857142857142857,681.91
2024-07-05,Breakroom,6877,131756.96,16,1,0.8260869565217391,65.93
2024-07-05,Furniture,5005,2974781.86,15,40,0.8295454545454546,1487.39
2024-07-05,Office Supplies,11127,351758.89,23,3,0.8496732026143791,175.96
2024-07-05,Shipping,7189,320021.48,6,3,0.927710843373494,160.02
2024-07-05,Technology,4771,1419499.8,17,28,0.7976190476190477,709.75
2024-07-06,Breakroom,8265,156349.97,9,1,0.9021739130434783,78.14
2024-07-06,Furniture,5336,3141635.73,11,43,0.875,1570.86
2024-07-06,Office Supplies,11942,371193.87,17,5,0.8888888888888888,185.62
2024-07-06,Shipping,7698,344570.08,5,4,0.9397590361445783,172.29
2024-07-06,Technology,4824,1506040.5999999999,16,29,0.8095238095238095,753.03
2024-07-07,Breakroom,8617,159757.37,10,1,0.8913043478260869,79.9
2024-07-07,Furniture,5372,3206811.9699999997,12,42,0.8636363636363636,1603.42
2024-07-07,Office Supplies,12552,387054.8,11,4,0.9281045751633987,193.5
2024-07-07,Shipping,7626,346989.17,7,3,0.9156626506024096,173.46
2024-07-07,Technology,4775,1464622.22,13,28,0.8452380952380952,732.34
2024-07-08,Breakroom,7998,147036.8,16,3,0.8260869565217391,73.51
2024-07-08,Furniture,5246,3120750.69,15,38,0.8295454545454546,1560.39
2024-07-08,Office Supplies,11105,343510.37,17,2,0.8888888888888888,171.73
2024-07-08,Shipping,7183,327266.27,5,3,0.9397590361445783,163.64
2024-07-08,Technology,4779,1414002.6099999999,15,31,0.8214285714285714,707.0
2024-07-09,Breakroom,7899,145218.34,15,0,0.8369565217391305,72.58
2024-07-09,Furniture,5231,3116577.4,15,41,0.8295454545454546,1558.27
2024-07-09,Office Supplies,10913,337908.32,21,3,0.8627450980392157,168.94
2024-07-09,Shipping,6841,318854.31,8,3,0.9036144578313253,159.44
2024-07-09,Technology,4752,1439378.71,17,30,0.7976190476190477,719.67
2024-07-10,Breakroom,7647,144873.48,16,1,0.8260869565217391,72.44
2024-07-10,Furniture,5127,3052454.11,17,38,0.8068181818181818,1526.23
2024-07-10,Office Supplies,10790,334460.89,27,3,0.8235294117647058,167.2
2024-07-10,Shipping,7103,326244.58,6,1,0.927710843373494,163.09
2024-07-10,Technology,4756,1397359.04,18,32,0.7857142857142857,698.66
2024-07-11,Breakroom,7520,139971.82,19,1,0.7934782608695652,69.97
2024-07-11,Furniture,5004,2977656.61,18,37,0.7954545454545454,1488.83
2024-07-11,Office Supplies,10682,333904.31,25,1,0.8366013071895425,166.93
2024-07-11,Shipping,7149,335798.97,7,2,0.9156626506024096,167.88
2024-07-11,Technology,4754,1378639.5899999999,18,33,0.7857142857142857,689.35
2024-07-12,Breakroom,7824,146265.15,16,0,0.8260869565217391,73.15
2024-07-12,Furniture,4978,2963236.07,15,36,0.8295454545454546,1481.61
2024-07-12,Office Supplies,10267,328154.08,24,2,0.8431372549019608,164.09
2024-07-12,Shipping,6998,327459.7,11,2,0.8674698795180723,163.72
2024-07-12,Technology,4732,1340165.1199999999,19,29,0.7738095238095238,670.08
2024-07-13,Breakroom,8342,160899.87,9,1,0.9021739130434783,80.42
2024-07-13,Furniture,5133,3056782.66,11,38,0.875,1528.44
2024-07-13,Office Supplies,11435,350943.15,22,2,0.8562091503267973,175.45
2024-07-13,Shipping,7278,340941.9,9,2,0.891566265060241,170.47
2024-07-13,Technology,4830,1442624.83,14,30,0.8333333333333334,721.35
2024-07-14,Breakroom,8244,155686.86,9,1,0.9021739130434783,77.86
2024-07-14,Furniture,5369,3177298.29,13,42,0.8522727272727273,1588.64
2024-07-14,Office Supplies,12246,380005.98,16,6,0.8954248366013072,189.96
2024-07-14,Shipping,7387,344509.78,4,2,0.9518072289156626,172.28
2024-07-14,Technology,4888,1438818.26,12,29,0.8571428571428571,719.44
2024-07-15,Breakroom,7751,148352.91,15,0,0.8369565217391305,74.18
2024-07-15,Furniture,5189,3102452.23,16,38,0.8181818181818182,1551.24
2024-07-15,Office Supplies,11385,359732.07,19,5,0.8758169934640523,179.84
2024-07-15,Shipping,6930,330445.86,6,1,0.927710843373494,165.21
2024-07-15,Technology,4946,1411412.51,17,30,0.7976190476190477,705.74
2024-07-16,Breakroom,7724,142413.29,15,0,0.8369565217391305,71.21
2024-07-16,Furniture,5135,3061570.14,16,38,0.8181818181818182,1530.73
2024-07-16,Office Supplies,10895,342970.28,21,3,0.8627450980392157,171.48
2024-07-16,Shipping,7020,330087.45,6,4,0.927710843373494,165.06
2024-07-16,Technology,4729,1414960.71,17,28,0.7976190476190477,707.51
2024-07-17,Breakroom,8225,149325.13999999998,15,0,0.8369565217391305,74.65
2024-07-17,Furniture,4978,2979243.51,16,35,0.8181818181818182,1489.59
2024-07-17,Office Supplies,10856,339916.29,24,3,0.8431372549019608,169.99
2024-07-17,Shipping,6920,322034.28,8,4,0.9036144578313253,161.05
2024-07-17,Technology,4823,1504606.03,19,28,0.7738095238095238,752.28
2024-07-18,Breakroom,7815,140723.7,15,0,0.8369565217391305,70.32
2024-07-18,Furniture,4995,2978120.63,15,37,0.8295454545454546,1489.02
2024-07-18,Office Supplies,10789,338500.6,24,5,0.8431372549019608,169.27
2024-07-18,Shipping,7177,324816.02,6,4,0.927710843373494,162.43
2024-07-18,Technology,4734,1466954.02,17,27,0.7976190476190477,733.5
2024-07-19,Breakroom,7468,140171.12,15,0,0.8369565217391305,70.05
2024-07-19,Furniture,5033,3023822.34,18,38,0.7954545454545454,1511.9
2024-07-19,Office Supplies,10699,332487.58,24,3,0.8431372549019608,166.27
2024-07-19,Shipping,7157,328136.6,7,4,0.9156626506024096,164.05
2024-07-19,Technology,4757,1465385.92,17,28,0.7976190476190477,732.72
2024-07-20,Breakroom,8457,159714.85,8,1,0.9130434782608695,79.87
2024-07-20,Furniture,5255,3111829.12,14,40,0.8409090909090909,1555.88
2024-07-20,Office Supplies,11933,366797.92,19,4,0.8758169934640523,183.39000000000001
2024-07-20,Shipping,7478,347478.12,5,3,0.9397590361445783,173.72
2024-07-20,Technology,4941,1498439.14,14,29,0.8333333333333334,749.1800000000001
2024-07-21,Breakroom,8274,155982.46,6,1,0.9347826086956522,77.99
2024-07-21,Furniture,5279,3119563.7,11,40,0.875,1559.78
2024-07-21,Office Supplies,12156,391690.0,13,6,0.9150326797385621,195.82
2024-07-21,Shipping,7648,357842.66,3,3,0.963855421686747,178.92
2024-07-21,Technology,5010,1493935.89,10,32,0.8809523809523809,747.0
2024-07-22,Breakroom,7657,145783.73,11,1,0.8804347826086957,72.84
2024-07-22,Furniture,5167,3066926.73,17,39,0.8068181818181818,1533.5
2024-07-22,Office Supplies,11268,361423.19,15,2,0.9019607843137255,180.69
2024-07-22,Shipping,7394,345216.93,5,3,0.9397590361445783,172.58
2024-07-22,Technology,4697,1380088.75,15,29,0.8214285714285714,690.04
2024-07-23,Breakroom,7675,146384.37,17,2,0.8152173913043478,73.23
2024-07-23,Furniture,5050,3027054.9,18,41,0.7954545454545454,1513.51
2024-07-23,Office Supplies,10685,341208.51,19,1,0.8758169934640523,170.58
2024-07-23,Shipping,7229,333923.36,5,2,0.9397590361445783,166.96
2024-07-23,Technology,4668,1348073.26,17,28,0.7976190476190477,674.0400000000001
2024-07-24,Breakroom,7494,140177.61,17,1,0.8152173913043478,70.12
2024-07-24,Furniture,5106,3053613.1,17,39,0.8068181818181818,1526.81
2024-07-24,Office Supplies,10634,336695.64,19,1,0.8758169934640523,168.36
2024-07-24,Shipping,6834,319027.26,6,3,0.927710843373494,159.58
2024-07-24,Technology,4647,1354778.94,18,28,0.7857142857142857,677.4200000000001
2024-07-25,Breakroom,7204,141035.94,14,1,0.8478260869565217,70.49
2024-07-25,Furniture,5025,2998499.5,21,38,0.7613636363636364,1499.26
2024-07-25,Office Supplies,10552,339241.97,21,3,0.8627450980392157,169.59
2024-07-25,Shipping,6609,313812.17,10,2,0.8795180722891566,156.89
2024-07-25,Technology,4702,1320917.07,17,28,0.7976190476190477,660.4200000000001
2024-07-26,Breakroom,7578,144750.24,17,1,0.8152173913043478,72.37
2024-07-26,Furniture,4976,2970571.6,19,38,0.7840909090909091,1485.27
2024-07-26,Office Supplies,10626,343492.94,27,2,0.8235294117647058,171.7
2024-07-26,Shipping,6627,316653.09,9,2,0.891566265060241,158.3
2024-07-26,Technology,4708,1351353.81,19,28,0.7738095238095238,675.7
2024-07-27,Breakroom,7587,148044.47,9,1,0.9021739130434783,74.0
2024-07-27,Furniture,5160,3076270.2,14,39,0.8409090909090909,1538.1200000000001
2024-07-27,Office Supplies,11754,368251.52,15,2,0.9019607843137255,184.12
2024-07-27,Shipping,7183,327511.95,8,2,0.9036144578313253,163.73
2024-07-27,Technology,4810,1357051.2,15,29,0.8214285714285714,678.54
2024-07-28,Breakroom,7994,154294.5,7,1,0.9239130434782609,77.17
2024-07-28,Furniture,5331,3149481.38,13,40,0.8522727272727273,1574.74
2024-07-28,Office Supplies,11791,373092.85,17,2,0.8888888888888888,186.51
2024-07-28,Shipping,7224,330431.62,7,2,0.9156626506024096,165.22
2024-07-28,Technology,4958,1416274.32,13,32,0.8452380952380952,708.17
2024-07-29,Breakroom,7222,137438.41,15,1,0.8369565217391305,68.76
2024-07-29,Furniture,5135,3019455.78,16,42,0.8181818181818182,1509.72
2024-07-29,Office Supplies,10864,352697.32,20,4,0.869281045751634,176.28
2024-07-29,Shipping,6927,318444.05,7,1,0.9156626506024096,159.26
2024-07-29,Technology,4833,1448292.52,17,29,0.7976190476190477,724.15
2024-07-30,Breakroom,7357,141794.76,16,1,0.8260869565217391,70.85
2024-07-30,Furniture,5087,3022820.43,17,40,0.8068181818181818,1511.41
2024-07-30,Office Supplies,10924,356271.73,16,4,0.8954248366013072,178.1
2024-07-30,Shipping,6801,311814.02,8,2,0.9036144578313253,155.85999999999999
2024-07-30,Technology,4713,1407096.13,19,30,0.7738095238095238,703.59
2024-07-31,Breakroom,7371,140316.46,18,1,0.8043478260869565,70.16
2024-07-31,Furniture,4988,2973341.21,18,38,0.7954545454545454,1486.65
2024-07-31,Office Supplies,11044,349213.95,23,1,0.8496732026143791,174.57
2024-07-31,Shipping,6747,313995.47000000003,9,3,0.891566265060241,156.95
2024-07-31,Technology,4804,1474697.14,19,31,0.7738095238095238,737.35
2024-08-01,Breakroom,7307,137075.6,18,1,0.8043478260869565,68.55
2024-08-01,Furniture,4747,2845837.48,19,37,0.7840909090909091,1422.94
2024-08-01,Office Supplies,10015,320084.57,29,1,0.8104575163398693,160.08
2024-08-01,Shipping,6773,317396.39,9,4,0.891566265060241,158.69
2024-08-01,Technology,4690,1363416.94,19,27,0.7738095238095238,681.73
2024-08-02,Breakroom,7026,130070.78,18,0,0.8043478260869565,65.04
2024-08-02,Furniture,4802,2854637.88,20,38,0.7727272727272727,1427.33
2024-08-02,Office Supplies,9739,312825.32,33,1,0.7843137254901961,156.44
2024-08-02,Shipping,6813,309719.91,6,3,0.927710843373494,154.87
2024-08-02,Technology,4690,1386941.73,20,29,0.7619047619047619,693.49
2024-08-03,Breakroom,7768,150605.0,14,2,0.8478260869565217,75.25
2024-08-03,Furniture,4886,2932832.38,19,39,0.7840909090909091,1466.43
2024-08-03,Office Supplies,10825,335720.07,21,1,0.8627450980392157,167.87
2024-08-03,Shipping,7112,314926.39,4,3,0.9518072289156626,157.48
2024-08-03,Technology,4726,1382509.95,17,28,0.7976190476190477,691.27
2024-08-04,Breakroom,8651,166228.61,10,2,0.8913043478260869,83.09
2024-08-04,Furniture,4997,3009134.94,18,39,0.7954545454545454,1504.55
2024-08-04,Office Supplies,11625,363834.29,14,2,0.9084967320261438,181.87
2024-08-04,Shipping,7001,313321.23,7,3,0.9156626506024096,156.68
2024-08-04,Technology,4705,1368636.25,18,30,0.7857142857142857,684.33
2024-08-05,Breakroom,7882,150418.57,14,1,0.8478260869565217,75.17999999999999
2024-08-05,Furniture,4735,2857518.05,24,39,0.7272727272727273,1428.76
2024-08-05,Office Supplies,10098,324885.53,27,3,0.8235294117647058,162.47
2024-08-05,Shipping,6426,299758.61,9,1,0.891566265060241,149.89
2024-08-05,Technology,4557,1293397.73,20,28,0.7619047619047619,646.73
2024-08-06,Breakroom,7460,137488.15,17,1,0.8152173913043478,68.73
2024-08-06,Furniture,4704,2825808.43,20,39,0.7727272727272727,1412.9
2024-08-06,Office Supplies,10092,317381.28,31,1,0.7973856209150327,158.68
2024-08-06,Shipping,5920,278419.82,12,1,0.8554216867469879,139.25
2024-08-06,Technology,4416,1287016.69,19,27,0.7738095238095238,643.52
2024-08-07,Breakroom,7351,139780.13,19,1,0.7934782608695652,69.89
2024-08-07,Furniture,4517,2734627.53,20,38,0.7727272727272727,1367.29
2024-08-07,Office Supplies,9275,293218.02,35,2,0.7712418300653595,146.57
2024-08-07,Shipping,6334,284544.04,11,3,0.8674698795180723,142.27
2024-08-07,Technology,4449,1308657.09,20,26,0.7619047619047619,654.34
2024-08-08,Breakroom,7678,146462.98,17,2,0.8152173913043478,73.24
2024-08-08,Furniture,4460,2687625.13,26,36,0.7045454545454546,1343.83
2024-08-08,Office Supplies,9081,296871.8,36,2,0.7647058823529411,148.43
2024-08-08,Shipping,6258,292078.11,14,3,0.8313253012048193,146.03
2024-08-08,Technology,4370,1343900.71,20,27,0.7619047619047619,671.94
2024-08-09,Breakroom,6826,130685.63,23,1,0.75,65.28
2024-08-09,Furniture,4528,2709608.2399999998,23,32,0.7386363636363636,1354.82
2024-08-09,Office Supplies,9283,297865.11,34,2,0.7777777777777778,148.92
2024-08-09,Shipping,6167,298742.72000000003,12,3,0.8554216867469879,149.36
2024-08-09,Technology,4323,1272076.15,22,27,0.7380952380952381,636.04
2024-08-10,Breakroom,7739,143959.4,14,2,0.8478260869565217,72.0
2024-08-10,Furniture,4685,2784448.41,17,37,0.8068181818181818,1392.25
2024-08-10,Office Supplies,10901,331355.59,25,2,0.8366013071895425,165.61
2024-08-10,Shipping,6605,312588.81,8,2,0.9036144578313253,156.29
2024-08-10,Technology,4551,1354258.88,21,28,0.75,677.14
2024-08-11,Breakroom,8126,149029.15,10,1,0.8913043478260869,74.51
2024-08-11,Furniture,4811,2858340.0,16,37,0.8181818181818182,1429.14
2024-08-11,Office Supplies,11117,341247.17,20,1,0.869281045751634,170.6
2024-08-11,Shipping,6870,315669.35,7,2,0.9156626506024096,157.84
2024-08-11,Technology,4597,1331332.16,18,30,0.7857142857142857,665.66
2024-08-12,Breakroom,7481,139842.86,21,2,0.7717391304347826,69.92999999999999
2024-08-12,Furniture,4741,2820805.14,21,37,0.7613636363636364,1410.43
2024-08-12,Office Supplies,10042,319291.71,26,1,0.8300653594771242,159.59
2024-08-12,Shipping,6297,296057.14,10,2,0.8795180722891566,148.01
2024-08-12,Technology,4465,1307389.3,21,27,0.75,653.72
2024-08-13,Breakroom,7047,134118.29,18,3,0.8043478260869565,67.08
2024-08-13,Furniture,4653,2759011.7,22,37,0.75,1379.52
2024-08-13,Office Supplies,9924,305250.27,33,1,0.7843137254901961,152.63
2024-08-13,Shipping,5932,294525.4,11,2,0.8674698795180723,147.28
2024-08-13,Technology,4573,1368092.21,20,27,0.7619047619047619,684.05
2024-08-14,Breakroom,6899,129135.86,23,2,0.75,64.56
2024-08-14,Furniture,4582,2711592.17,23,37,0.7386363636363636,1355.8
2024-08-14,Office Supplies,9694,303048.91000000003,38,1,0.7516339869281046,151.53
2024-08-14,Shipping,6570,300962.24,8,3,0.9036144578313253,150.49
2024-08-14,Technology,4529,1420843.87,18,28,0.7857142857142857,710.41
2024-08-15,Breakroom,7257,138934.73,20,3,0.782608695652174,69.43
2024-08-15,Furniture,4510,2662716.03,20,36,0.7727272727272727,1331.41
2024-08-15,Office Supplies,9566,305749.24,32,1,0.7908496732026143,152.85
2024-08-15,Shipping,6661,299951.54,10,2,0.8795180722891566,149.99
2024-08-15,Technology,4472,1323279.14,20,31,0.7619047619047619,661.63
2024-08-16,Breakroom,7264,138168.56,21,4,0.7717391304347826,69.07
2024-08-16,Furniture,4459,2617926.61,24,37,0.7272727272727273,1308.97
2024-08-16,Office Supplies,9506,300993.73,36,0,0.7647058823529411,150.52
2024-08-16,Shipping,6474,308094.38,14,2,0.8313253012048193,154.06
2024-08-16,Technology,4461,1331312.7,21,30,0.75,665.64
2024-08-17,Breakroom,8387,159802.84,11,4,0.8804347826086957,79.9
2024-08-17,Furniture,4673,2728593.65,19,37,0.7840909090909091,1364.25
2024-08-17,Office Supplies,10498,336581.36,23,1,0.8496732026143791,168.27
2024-08-17,Shipping,6821,307057.06,10,3,0.8795180722891566,153.57
2024-08-17,Technology,4635,1425725.71,16,33,0.8095238095238095,712.87
2024-08-18,Breakroom,8321,160466.45,11,2,0.8804347826086957,80.17
2024-08-18,Furniture,4783,2803486.85,18,40,0.7954545454545454,1401.71
2024-08-18,Office Supplies,11320,352477.83,17,2,0.8888888888888888,176.17
2024-08-18,Shipping,6848,309375.04,8,3,0.9036144578313253,154.66
2024-08-18,Technology,4657,1402974.55,15,33,0.8214285714285714,701.46
2024-08-19,Breakroom,7596,144581.58,17,1,0.8152173913043478,72.22
2024-08-19,Furniture,4623,2717428.09,21,35,0.7613636363636364,1358.76
2024-08-19,Office Supplies,9972,316280.62,28,1,0.8169934640522876,158.17
2024-08-19,Shipping,6595,297961.66,9,2,0.891566265060241,148.96
2024-08-19,Technology,4595,1328191.66,17,32,0.7976190476190477,664.08
2024-08-20,Breakroom,7831,145209.54,20,1,0.782608695652174,72.59
2024-08-20,Furniture,4649,2733332.93,22,36,0.75,1366.71
2024-08-20,Office Supplies,9486,300215.87,25,1,0.8366013071895425,150.11
2024-08-20,Shipping,6402,293193.77,8,2,0.9036144578313253,146.61
2024-08-20,Technology,4480,1390381.35,18,28,0.7857142857142857,695.2
2024-08-21,Breakroom,7176,134934.22,16,1,0.8260869565217391,67.45
2024-08-21,Furniture,4544,2646918.66,24,36,0.7272727272727273,1323.47
2024-08-21,Office Supplies,9487,299711.85,36,2,0.7647058823529411,149.85
2024-08-21,Shipping,6294,296803.81,10,3,0.8795180722891566,148.4
2024-08-21,Technology,4384,1307203.18,21,26,0.75,653.62
2024-08-22,Breakroom,6874,132203.31,18,2,0.8043478260869565,66.13
2024-08-22,Furniture,4492,2664113.68,25,37,0.7159090909090909,1332.06
2024-08-22,Office Supplies,9300,292035.45,33,2,0.7843137254901961,146.02
2024-08-22,Shipping,6571,295351.42,9,3,0.891566265060241,147.69
2024-08-22,Technology,4343,1348801.18,21,25,0.75,674.41
2024-08-23,Breakroom,7256,137744.07,21,2,0.7717391304347826,68.82
2024-08-23,Furniture,4356,2589628.56,20,31,0.7727272727272727,1294.81
2024-08-23,Office Supplies,9410,300080.02,37,2,0.7581699346405228,150.06
2024-08-23,Shipping,6317,288903.23,11,3,0.8674698795180723,144.5
2024-08-23,Technology,4370,1328430.18,23,24,0.7261904761904762,664.24
2024-08-24,Breakroom,7541,146129.28,15,1,0.8369565217391305,73.05
2024-08-24,Furniture,4667,2717794.22,19,34,0.7840909090909091,1358.92
2024-08-24,Office Supplies,10750,340785.71,21,1,0.8627450980392157,170.38
2024-08-24,Shipping,6935,312141.56,9,3,0.891566265060241,156.1
2024-08-24,Technology,4636,1364477.5999999999,16,27,0.8095238095238095,682.24
2024-08-25,Breakroom,7865,157702.01,15,2,0.8369565217391305,78.85
2024-08-25,Furniture,4781,2755786.84,20,36,0.7727272727272727,1377.91
2024-08-25,Office Supplies,11373,352259.38,16,1,0.8954248366013072,176.2
2024-08-25,Shipping,7263,323663.68,7,3,0.9156626506024096,161.84
2024-08-25,Technology,4732,1372891.23,17,28,0.7976190476190477,686.49
2024-08-26,Breakroom,7613,150701.53,16,1,0.8260869565217391,75.34
2024-08-26,Furniture,4652,2666915.29,26,34,0.7045454545454546,1333.44
2024-08-26,Office Supplies,10204,314903.8,32,0,0.7908496732026143,157.43
2024-08-26,Shipping,6787,310236.76,10,1,0.8795180722891566,155.11
2024-08-26,Technology,4474,1354181.71,20,25,0.7619047619047619,677.1
2024-08-27,Breakroom,7054,139468.07,18,2,0.8043478260869565,69.7
2024-08-27,Furniture,4659,2707596.69,25,37,0.7159090909090909,1353.8
2024-08-27,Office Supplies,9786,310285.42,31,2,0.7973856209150327,155.08
2024-08-27,Shipping,6415,299904.29,8,2,0.9036144578313253,149.93
2024-08-27,Technology,4311,1266562.8699999999,19,26,0.7738095238095238,633.31
2024-08-28,Breakroom,7307,139202.23,16,1,0.8260869565217391,69.58
2024-08-28,Furniture,4632,2695758.48,26,36,0.7045454545454546,1347.86
2024-08-28,Office Supplies,9495,306040.86,31,2,0.7973856209150327,153.02
2024-08-28,Shipping,6240,300777.67,10,3,0.8795180722891566,150.42
2024-08-28,Technology,4323,1323859.7,20,24,0.7619047619047619,661.9
2024-08-29,Breakroom,6935,137619.56,17,2,0.8152173913043478,68.86
2024-08-29,Furniture,4647,2686271.57,24,33,0.7272727272727273,1343.12
2024-08-29,Office Supplies,9318,297659.22,29,1,0.8104575163398693,148.83
2024-08-29,Shipping,6226,305818.11,9,2,0.891566265060241,152.85999999999999
2024-08-29,Technology,4342,1310713.0999999999,19,26,0.7738095238095238,655.35
2024-08-30,Breakroom,6762,134651.57,16,2,0.8260869565217391,67.33
2024-08-30,Furniture,4568,2653288.52,22,37,0.75,1326.64
2024-08-30,Office Supplies,9750,302364.9,36,0,0.7647058823529411,151.21
2024-08-30,Shipping,6023,293922.05,11,2,0.8674698795180723,147.01
2024-08-30,Technology,4337,1379366.67,22,26,0.7380952380952381,689.65
2024-08-31,Breakroom,8143,153329.08,15,2,0.8369565217391305,76.64
2024-08-31,Furniture,4868,2850420.41,21,39,0.7613636363636364,1425.17
2024-08-31,Office Supplies,10221,316907.33,22,1,0.8562091503267973,158.42
2024-08-31,Shipping,6697,317299.46,5,5,0.9397590361445783,158.64
2024-08-31,Technology,4698,1424527.8599999999,15,26,0.8214285714285714,712.28
2024-09-01,Breakroom,8697,168692.25,10,3,0.8913043478260869,84.33
2024-09-01,Furniture,5006,2952050.17,18,39,0.7954545454545454,1476.06
2024-09-01,Office Supplies,11584,360103.75,19,3,0.8758169934640523,180.05
2024-09-01,Shipping,7266,323036.63,6,3,0.927710843373494,161.51
2024-09-01,Technology,4808,1416950.04,19,28,0.7738095238095238,708.48
2024-09-02,Breakroom,8037,151656.53,15,2,0.8369565217391305,75.85
2024-09-02,Furniture,4904,2876873.53,22,40,0.75,1438.41
2024-09-02,Office Supplies,10976,350252.98,19,3,0.8758169934640523,175.08
2024-09-02,Shipping,7047,317622.61,5,3,0.9397590361445783,158.81
2024-09-02,Technology,4534,1339602.66,20,28,0.7619047619047619,669.78
2024-09-03,Breakroom,7523,138597.18,17,2,0.8152173913043478,69.32000000000001
2024-09-03,Furniture,4864,2845581.69,23,39,0.7386363636363636,1422.82
2024-09-03,Office Supplies,10472,330921.34,22,2,0.8562091503267973,165.52
2024-09-03,Shipping,6745,311887.11,10,4,0.8795180722891566,155.97
2024-09-03,Technology,4605,1402349.77,19,30,0.7738095238095238,701.18
2024-09-04,Breakroom,7871,150371.32,14,1,0.8478260869565217,75.19
2024-09-04,Furniture,4763,2813840.69,26,39,0.7045454545454546,1406.92
2024-09-04,Office Supplies,10842,332651.73,31,1,0.7973856209150327,166.35
2024-09-04,Shipping,6374,307193.26,10,4,0.8795180722891566,153.61
2024-09-04,Technology,4625,1372734.73,22,35,0.7380952380952381,686.37
2024-09-05,Breakroom,7531,149548.45,16,3,0.8260869565217391,74.74
2024-09-05,Furniture,4697,2807446.87,21,36,0.7613636363636364,1403.73
2024-09-05,Office Supplies,10454,327685.8,28,0,0.8169934640522876,163.85
2024-09-05,Shipping,6715,313700.54,9,3,0.891566265060241,156.88
2024-09-05,Technology,4613,1442100.38,19,31,0.7738095238095238,721.1
2024-09-06,Breakroom,7547,147220.73,14,3,0.8478260869565217,73.56
2024-09-06,Furniture,4691,2808681.98,21,33,0.7613636363636364,1404.34
2024-09-06,Office Supplies,10417,327603.57,26,2,0.8300653594771242,163.8
2024-09-06,Shipping,6754,303417.4,10,3,0.8795180722891566,151.68
2024-09-06,Technology,4521,1391576.96,19,30,0.7738095238095238,695.75
2024-09-07,Breakroom,8622,167228.48,12,3,0.8695652173913043,83.59
2024-09-07,Furniture,4994,2971525.34,14,37,0.8409090909090909,1485.78
2024-09-07,Office Supplies,11852,364325.25,21,3,0.8627450980392157,182.15
2024-09-07,Shipping,7046,328327.08,9,3,0.891566265060241,164.2
2024-09-07,Technology,4740,1414373.0,15,31,0.8214285714285714,707.1800000000001
2024-09-08,Breakroom,8739,169024.5,11,3,0.8804347826086957,84.53
2024-09-08,Furniture,4960,2937599.81,17,40,0.8068181818181818,1468.79
2024-09-08,Office Supplies,11963,370858.9,16,5,0.8954248366013072,185.38
2024-09-08,Shipping,7430,341475.74,2,4,0.9759036144578314,170.7
2024-09-08,Technology,4872,1479816.13,15,31,0.8214285714285714,739.89
2024-09-09,Breakroom,8044,155064.05,14,3,0.8478260869565217,77.52
2024-09-09,Furniture,4804,2862040.1,20,37,0.7727272727272727,1431.0
2024-09-09,Office Supplies,10947,350022.82,23,2,0.8496732026143791,175.05
2024-09-09,Shipping,7303,324073.04,4,2,0.9518072289156626,162.05
2024-09-09,Technology,4820,1433527.48,17,30,0.7976190476190477,716.78
2024-09-10,Breakroom,7609,149035.19,12,2,0.8695652173913043,74.53
2024-09-10,Furniture,4838,2848168.47,17,36,0.8068181818181818,1424.13
2024-09-10,Office Supplies,11039,348157.59,23,1,0.8496732026143791,174.05
2024-09-10,Shipping,6739,309879.33,5,1,0.9397590361445783,154.95
2024-09-10,Technology,4679,1394276.35,17,30,0.7976190476190477,697.11
2024-09-11,Breakroom,7524,145215.38,12,3,0.8695652173913043,72.62
2024-09-11,Furniture,4874,2850235.21,21,37,0.7613636363636364,1425.09
2024-09-11,Office Supplies,10217,321947.24,25,1,0.8366013071895425,160.97
2024-09-11,Shipping,6757,317416.65,7,2,0.9156626506024096,158.7
2024-09-11,Technology,4656,1332345.8299999998,16,29,0.8095238095238095,666.22
2024-09-12,Breakroom,7480,145622.73,14,1,0.8478260869565217,72.83
2024-09-12,Furniture,4834,2834329.19,18,37,0.7954545454545454,1417.17
2024-09-12,Office Supplies,10390,330538.69,21,1,0.8627450980392157,165.24
2024-09-12,Shipping,7154,325672.69,9,3,0.891566265060241,162.85
2024-09-12,Technology,4562,1366138.06,20,28,0.7619047619047619,683.08
2024-09-13,Breakroom,6947,139705.9,16,2,0.8260869565217391,69.84
2024-09-13,Furniture,4907,2859534.53,21,35,0.7613636363636364,1429.76
