alert_type,sku_id,priority,priority_label,message,timestamp,product_name,stockout_days,action,current_qty,safety_stock,max_level,excess_units,actual_slg,target_slg,gap_pct,current_demand,avg_demand,std_demand,order_id,supplier_id,days_late,category
LOW_STOCK,SYN10205,2,HIGH,Inventory critically low: 0 units (safety stock: 47),2026-03-17 14:20:55,Avery Boxes - Model 236,,Review reorder status,0.0,47.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10206,2,HIGH,Inventory critically low: 0 units (safety stock: 54),2026-03-17 14:20:55,HON Staplers - Model 902,,Review reorder status,0.0,54.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10207,2,HIGH,Inventory critically low: 11 units (safety stock: 62),2026-03-17 14:20:55,3M Binders - Model 485,,Review reorder status,11.0,62.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10208,2,HIGH,Inventory critically low: 0 units (safety stock: 29),2026-03-17 14:20:55,Staples Chairs - Model 739,,Review reorder status,0.0,29.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10210,2,HIGH,Inventory critically low: 53 units (safety stock: 143),2026-03-17 14:20:55,Dell Cleaning - Model 260,,Review reorder status,53.0,143.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10212,2,HIGH,Inventory critically low: 0 units (safety stock: 68),2026-03-17 14:20:55,Logitech Paper Clips - Model 788,,Review reorder status,0.0,68.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10213,2,HIGH,Inventory critically low: 10 units (safety stock: 81),2026-03-17 14:20:55,Dell Cleaning - Model 660,,Review reorder status,10.0,81.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10216,2,HIGH,Inventory critically low: 3 units (safety stock: 21),2026-03-17 14:20:55,Office Depot Chairs - Model 601,,Review reorder status,3.0,21.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10220,2,HIGH,Inventory critically low: 44 units (safety stock: 112),2026-03-17 14:20:55,HP Folders - Model 934,,Review reorder status,44.0,112.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10225,2,HIGH,Inventory critically low: 0 units (safety stock: 9),2026-03-17 14:20:55,HP Keyboards - Model 772,,Review reorder status,0.0,9.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10230,2,HIGH,Inventory critically low: 12 units (safety stock: 49),2026-03-17 14:20:55,Avery Binders - Model 966,,Review reorder status,12.0,49.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10232,2,HIGH,Inventory critically low: 0 units (safety stock: 52),2026-03-17 14:20:55,AmazonBasics Binders - Model 308,,Review reorder status,0.0,52.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10234,2,HIGH,Inventory critically low: 0 units (safety stock: 29),2026-03-17 14:20:55,HON Filing Cabinets - Model 541,,Review reorder status,0.0,29.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10235,2,HIGH,Inventory critically low: 0 units (safety stock: 16),2026-03-17 14:20:55,3M Storage - Model 245,,Review reorder status,0.0,16.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10236,2,HIGH,Inventory critically low: 0 units (safety stock: 20),2026-03-17 14:20:55,Logitech Cables - Model 133,,Review reorder status,0.0,20.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10244,2,HIGH,Inventory critically low: 2 units (safety stock: 19),2026-03-17 14:20:55,HP Chairs - Model 722,,Review reorder status,2.0,19.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10251,2,HIGH,Inventory critically low: 0 units (safety stock: 29),2026-03-17 14:20:55,AmazonBasics Chairs - Model 712,,Review reorder status,0.0,29.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10255,2,HIGH,Inventory critically low: 64 units (safety stock: 137),2026-03-17 14:20:55,Logitech Binders - Model 367,,Review reorder status,64.0,137.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10256,2,HIGH,Inventory critically low: 0 units (safety stock: 61),2026-03-17 14:20:55,HON Monitors - Model 146,,Review reorder status,0.0,61.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10257,2,HIGH,Inventory critically low: 9 units (safety stock: 79),2026-03-17 14:20:55,Avery Binders - Model 185,,Review reorder status,9.0,79.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10259,2,HIGH,Inventory critically low: 1 units (safety stock: 13),2026-03-17 14:20:55,Office Depot Tables - Model 322,,Review reorder status,1.0,13.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10262,2,HIGH,Inventory critically low: 0 units (safety stock: 17),2026-03-17 14:20:55,HP Cables - Model 626,,Review reorder status,0.0,17.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10264,2,HIGH,Inventory critically low: 0 units (safety stock: 79),2026-03-17 14:20:55,Office Depot Tape - Model 410,,Review reorder status,0.0,79.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10267,2,HIGH,Inventory critically low: 0 units (safety stock: 48),2026-03-17 14:20:55,Avery Staplers - Model 847,,Review reorder status,0.0,48.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10268,2,HIGH,Inventory critically low: 61 units (safety stock: 134),2026-03-17 14:20:55,HON Coffee - Model 458,,Review reorder status,61.0,134.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10271,2,HIGH,Inventory critically low: 16 units (safety stock: 71),2026-03-17 14:20:55,Logitech Staplers - Model 498,,Review reorder status,16.0,71.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10272,2,HIGH,Inventory critically low: 10 units (safety stock: 36),2026-03-17 14:20:55,HON Utensils - Model 904,,Review reorder status,10.0,36.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10276,2,HIGH,Inventory critically low: 15 units (safety stock: 41),2026-03-17 14:20:55,HON Envelopes - Model 206,,Review reorder status,15.0,41.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10277,2,HIGH,Inventory critically low: 0 units (safety stock: 13),2026-03-17 14:20:55,Staples Monitors - Model 605,,Review reorder status,0.0,13.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10279,2,HIGH,Inventory critically low: 0 units (safety stock: 56),2026-03-17 14:20:55,Fellowes Pens - Model 989,,Review reorder status,0.0,56.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10280,2,HIGH,Inventory critically low: 0 units (safety stock: 11),2026-03-17 14:20:55,AmazonBasics Chairs - Model 789,,Review reorder status,0.0,11.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10286,2,HIGH,Inventory critically low: 1 units (safety stock: 23),2026-03-17 14:20:55,HON Tables - Model 553,,Review reorder status,1.0,23.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10289,2,HIGH,Inventory critically low: 0 units (safety stock: 25),2026-03-17 14:20:55,Staples Mice - Model 361,,Review reorder status,0.0,25.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10298,2,HIGH,Inventory critically low: 0 units (safety stock: 40),2026-03-17 14:20:55,Avery Utensils - Model 377,,Review reorder status,0.0,40.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10301,2,HIGH,Inventory critically low: 0 units (safety stock: 28),2026-03-17 14:20:55,Office Depot Mice - Model 405,,Review reorder status,0.0,28.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10302,2,HIGH,Inventory critically low: 15 units (safety stock: 50),2026-03-17 14:20:55,Fellowes Labels - Model 862,,Review reorder status,15.0,50.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10304,2,HIGH,Inventory critically low: 0 units (safety stock: 19),2026-03-17 14:20:55,HON Shelving - Model 637,,Review reorder status,0.0,19.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10305,2,HIGH,Inventory critically low: 0 units (safety stock: 13),2026-03-17 14:20:55,Fellowes Storage - Model 198,,Review reorder status,0.0,13.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10306,2,HIGH,Inventory critically low: 0 units (safety stock: 116),2026-03-17 14:20:55,Fellowes Packaging - Model 899,,Review reorder status,0.0,116.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10307,2,HIGH,Inventory critically low: 0 units (safety stock: 20),2026-03-17 14:20:55,AmazonBasics Cups - Model 948,,Review reorder status,0.0,20.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10308,2,HIGH,Inventory critically low: 52 units (safety stock: 107),2026-03-17 14:20:55,Avery Cleaning - Model 402,,Review reorder status,52.0,107.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10311,2,HIGH,Inventory critically low: 8 units (safety stock: 24),2026-03-17 14:20:55,AmazonBasics Storage - Model 931,,Review reorder status,8.0,24.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10319,2,HIGH,Inventory critically low: 0 units (safety stock: 10),2026-03-17 14:20:55,Staples Tables - Model 171,,Review reorder status,0.0,10.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10323,2,HIGH,Inventory critically low: 0 units (safety stock: 76),2026-03-17 14:20:55,Staples Utensils - Model 813,,Review reorder status,0.0,76.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10327,2,HIGH,Inventory critically low: 0 units (safety stock: 56),2026-03-17 14:20:55,Dell Coffee - Model 416,,Review reorder status,0.0,56.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10330,2,HIGH,Inventory critically low: 1 units (safety stock: 27),2026-03-17 14:20:55,HP Cups - Model 558,,Review reorder status,1.0,27.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10340,2,HIGH,Inventory critically low: 6 units (safety stock: 53),2026-03-17 14:20:55,Dell Utensils - Model 661,,Review reorder status,6.0,53.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10341,2,HIGH,Inventory critically low: 0 units (safety stock: 30),2026-03-17 14:20:55,HON Paper Clips - Model 216,,Review reorder status,0.0,30.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10342,2,HIGH,Inventory critically low: 0 units (safety stock: 73),2026-03-17 14:20:55,Office Depot Snacks - Model 873,,Review reorder status,0.0,73.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10344,2,HIGH,Inventory critically low: 0 units (safety stock: 17),2026-03-17 14:20:55,Office Depot Tables - Model 651,,Review reorder status,0.0,17.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10345,2,HIGH,Inventory critically low: 0 units (safety stock: 31),2026-03-17 14:20:55,HON Pens - Model 619,,Review reorder status,0.0,31.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10347,2,HIGH,Inventory critically low: 3 units (safety stock: 40),2026-03-17 14:20:55,3M Boxes - Model 927,,Review reorder status,3.0,40.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10352,2,HIGH,Inventory critically low: 0 units (safety stock: 7),2026-03-17 14:20:55,3M Mice - Model 369,,Review reorder status,0.0,7.0,,,,,,,,,,,,Technology
LOW_STOCK,SYN10354,2,HIGH,Inventory critically low: 0 units (safety stock: 28),2026-03-17 14:20:55,Staples Filing Cabinets - Model 412,,Review reorder status,0.0,28.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10357,2,HIGH,Inventory critically low: 0 units (safety stock: 52),2026-03-17 14:20:55,3M Utensils - Model 719,,Review reorder status,0.0,52.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10358,2,HIGH,Inventory critically low: 0 units (safety stock: 91),2026-03-17 14:20:55,Office Depot Snacks - Model 610,,Review reorder status,0.0,91.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10362,2,HIGH,Inventory critically low: 0 units (safety stock: 27),2026-03-17 14:20:55,Office Depot Shelving - Model 316,,Review reorder status,0.0,27.0,,,,,,,,,,,,Furniture
LOW_STOCK,SYN10366,2,HIGH,Inventory critically low: 0 units (safety stock: 63),2026-03-17 14:20:55,Staples Tape - Model 410,,Review reorder status,0.0,63.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10368,2,HIGH,Inventory critically low: 0 units (safety stock: 71),2026-03-17 14:20:55,Dell Paper Clips - Model 444,,Review reorder status,0.0,71.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10369,2,HIGH,Inventory critically low: 0 units (safety stock: 51),2026-03-17 14:20:55,AmazonBasics Folders - Model 386,,Review reorder status,0.0,51.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10370,2,HIGH,Inventory critically low: 0 units (safety stock: 25),2026-03-17 14:20:55,Logitech Packaging - Model 701,,Review reorder status,0.0,25.0,,,,,,,,,,,,Shipping
LOW_STOCK,SYN10374,2,HIGH,Inventory critically low: 0 units (safety stock: 57),2026-03-17 14:20:55,3M Cups - Model 581,,Review reorder status,0.0,57.0,,,,,,,,,,,,Breakroom
LOW_STOCK,SYN10376,2,HIGH,Inventory critically low: 0 units (safety stock: 52),2026-03-17 14:20:55,Staples Staplers - Model 175,,Review reorder status,0.0,52.0,,,,,,,,,,,,Office Supplies
LOW_STOCK,SYN10379,2,HIGH,Inventory critically low: 0 units (safety stock: 27),2026-03-17 14:20:55,Logitech Keyboards - Model 102,,Review reorder status,0.0,27.0,,,,,,,,,,,,Technology
OVERSTOCK,SYN10004,3,MEDIUM,Excess inventory: 94 units (max: 15),2026-03-17 14:20:55,Avery Cables - Model 260,,Consider promotion or transfer,94.0,,15.0,79.0,,,,,,,,,,Technology
OVERSTOCK,SYN10033,3,MEDIUM,Excess inventory: 121 units (max: 57),2026-03-17 14:20:55,Logitech Shelving - Model 417,,Consider promotion or transfer,121.0,,57.0,64.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10046,3,MEDIUM,Excess inventory: 97 units (max: 30),2026-03-17 14:20:55,Logitech Monitors - Model 572,,Consider promotion or transfer,97.0,,30.0,67.0,,,,,,,,,,Technology
OVERSTOCK,SYN10091,3,MEDIUM,Excess inventory: 47 units (max: 20),2026-03-17 14:20:55,Staples Filing Cabinets - Model 790,,Consider promotion or transfer,47.0,,20.0,27.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10108,3,MEDIUM,Excess inventory: 62 units (max: 32),2026-03-17 14:20:55,AmazonBasics Storage - Model 314,,Consider promotion or transfer,62.0,,32.0,30.0,,,,,,,,,,Technology
OVERSTOCK,SYN10111,3,MEDIUM,Excess inventory: 95 units (max: 39),2026-03-17 14:20:55,Office Depot Monitors - Model 894,,Consider promotion or transfer,95.0,,39.0,56.0,,,,,,,,,,Technology
OVERSTOCK,SYN10116,3,MEDIUM,Excess inventory: 100 units (max: 48),2026-03-17 14:20:55,HP Mice - Model 225,,Consider promotion or transfer,100.0,,48.0,52.0,,,,,,,,,,Technology
OVERSTOCK,SYN10137,3,MEDIUM,Excess inventory: 44 units (max: 27),2026-03-17 14:20:55,Staples Mice - Model 184,,Consider promotion or transfer,44.0,,27.0,17.0,,,,,,,,,,Technology
OVERSTOCK,SYN10139,3,MEDIUM,Excess inventory: 88 units (max: 24),2026-03-17 14:20:55,Dell Cables - Model 650,,Consider promotion or transfer,88.0,,24.0,64.0,,,,,,,,,,Technology
OVERSTOCK,SYN10140,3,MEDIUM,Excess inventory: 53 units (max: 24),2026-03-17 14:20:55,Office Depot Mice - Model 367,,Consider promotion or transfer,53.0,,24.0,29.0,,,,,,,,,,Technology
OVERSTOCK,SYN10155,3,MEDIUM,Excess inventory: 90 units (max: 24),2026-03-17 14:20:55,Staples Tables - Model 125,,Consider promotion or transfer,90.0,,24.0,66.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10160,3,MEDIUM,Excess inventory: 79 units (max: 40),2026-03-17 14:20:55,HP Desks - Model 584,,Consider promotion or transfer,79.0,,40.0,39.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10170,3,MEDIUM,Excess inventory: 68 units (max: 20),2026-03-17 14:20:55,Fellowes Cables - Model 946,,Consider promotion or transfer,68.0,,20.0,48.0,,,,,,,,,,Technology
OVERSTOCK,SYN10211,3,MEDIUM,Excess inventory: 116 units (max: 25),2026-03-17 14:20:55,Office Depot Chairs - Model 568,,Consider promotion or transfer,116.0,,25.0,91.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10218,3,MEDIUM,Excess inventory: 153 units (max: 80),2026-03-17 14:20:55,HON Chairs - Model 977,,Consider promotion or transfer,153.0,,80.0,73.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10224,3,MEDIUM,Excess inventory: 42 units (max: 24),2026-03-17 14:20:55,Fellowes Filing Cabinets - Model 264,,Consider promotion or transfer,42.0,,24.0,18.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10243,3,MEDIUM,Excess inventory: 104 units (max: 24),2026-03-17 14:20:55,Fellowes Shelving - Model 212,,Consider promotion or transfer,104.0,,24.0,80.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10246,3,MEDIUM,Excess inventory: 79 units (max: 52),2026-03-17 14:20:55,Fellowes Shelving - Model 590,,Consider promotion or transfer,79.0,,52.0,27.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10247,3,MEDIUM,Excess inventory: 80 units (max: 45),2026-03-17 14:20:55,Office Depot Tables - Model 300,,Consider promotion or transfer,80.0,,45.0,35.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10261,3,MEDIUM,Excess inventory: 115 units (max: 30),2026-03-17 14:20:55,Office Depot Filing Cabinets - Model 230,,Consider promotion or transfer,115.0,,30.0,85.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10266,3,MEDIUM,Excess inventory: 89 units (max: 24),2026-03-17 14:20:55,HP Shelving - Model 913,,Consider promotion or transfer,89.0,,24.0,65.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10309,3,MEDIUM,Excess inventory: 115 units (max: 66),2026-03-17 14:20:56,3M Filing Cabinets - Model 758,,Consider promotion or transfer,115.0,,66.0,49.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10320,3,MEDIUM,Excess inventory: 51 units (max: 24),2026-03-17 14:20:56,Logitech Mice - Model 900,,Consider promotion or transfer,51.0,,24.0,27.0,,,,,,,,,,Technology
OVERSTOCK,SYN10334,3,MEDIUM,Excess inventory: 78 units (max: 40),2026-03-17 14:20:56,Dell Filing Cabinets - Model 832,,Consider promotion or transfer,78.0,,40.0,38.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10335,3,MEDIUM,Excess inventory: 113 units (max: 36),2026-03-17 14:20:56,Office Depot Filing Cabinets - Model 822,,Consider promotion or transfer,113.0,,36.0,77.0,,,,,,,,,,Furniture
OVERSTOCK,SYN10367,3,MEDIUM,Excess inventory: 50 units (max: 30),2026-03-17 14:20:56,Office Depot Chairs - Model 244,,Consider promotion or transfer,50.0,,30.0,20.0,,,,,,,,,,Furniture
SLG_BREACH,1172796,2,HIGH,Service level below target: 45.2% vs 97.0% target,2026-03-17 14:20:56,Accuform Slip-Gard EAR PROTECTION AREA Round Floor,,Increase safety stock or reorder point,,,,,45.2,97.0,51.8,,,,,,,Breakroom
SLG_BREACH,1207399,2,HIGH,Service level below target: 0.0% vs 97.0% target,2026-03-17 14:20:56,"Trademark Monica Fleet ""Just a Wonder"" Art, White ",,Increase safety stock or reorder point,,,,,0.0,97.0,97.0,,,,,,,Office Supplies
SLG_BREACH,1207472,2,HIGH,Service level below target: 48.4% vs 99.0% target,2026-03-17 14:20:56,"Trademark Monica Fleet ""Expressive Individuality"" ",,Increase safety stock or reorder point,,,,,48.4,99.0,50.6,,,,,,,Office Supplies
SLG_BREACH,1448071,2,HIGH,Service level below target: 77.4% vs 97.0% target,2026-03-17 14:20:56,"Trademark Megan Romo ""Strong Runner II"" Art, White",,Increase safety stock or reorder point,,,,,77.4,97.0,19.6,,,,,,,Office Supplies
SLG_BREACH,1567181,2,HIGH,Service level below target: 64.5% vs 95.0% target,2026-03-17 14:20:56,SD Out 2x4 PIS,,Increase safety stock or reorder point,,,,,64.5,95.0,30.5,,,,,,,Office Supplies
SLG_BREACH,1682311,2,HIGH,Service level below target: 19.4% vs 97.0% target,2026-03-17 14:20:56,"Staples Standard Durable Cork Bulletin Board, Alum",,Increase safety stock or reorder point,,,,,19.4,97.0,77.6,,,,,,,Furniture
SLG_BREACH,1719475,2,HIGH,Service level below target: 0.0% vs 99.0% target,2026-03-17 14:20:56,"Rembrandt Soft Round Pastels, Raw Umber No 408.3, ",,Increase safety stock or reorder point,,,,,0.0,99.0,99.0,,,,,,,Office Supplies
SLG_BREACH,1727204,2,HIGH,Service level below target: 0.0% vs 97.0% target,2026-03-17 14:20:56,Trademark Fine Art Mathieu Rivrin 'Road to the Gol,,Increase safety stock or reorder point,,,,,0.0,97.0,97.0,,,,,,,Office Supplies
SLG_BREACH,2080941,2,HIGH,Service level below target: 48.4% vs 97.0% target,2026-03-17 14:20:56,Trademark Fine Art ''Sunlight Blossoming'' by Shei,,Increase safety stock or reorder point,,,,,48.4,97.0,48.6,,,,,,,Office Supplies
SLG_BREACH,2083952,2,HIGH,Service level below target: 29.0% vs 95.0% target,2026-03-17 14:20:56,Trademark Fine Art ''Mice #8'' by J Hovenstine Stu,,Increase safety stock or reorder point,,,,,29.0,95.0,66.0,,,,,,,Office Supplies
SLG_BREACH,2133305,2,HIGH,Service level below target: 51.6% vs 99.0% target,2026-03-17 14:20:56,Hygloss Mylar Roll Blue [Pack Of 4] (4PK-61203),,Increase safety stock or reorder point,,,,,51.6,99.0,47.4,,,,,,,Office Supplies
SLG_BREACH,2137837,2,HIGH,Service level below target: 71.0% vs 97.0% target,2026-03-17 14:20:56,Nielsen Bainbridge Wood Frame Kits Natural 28 In. ,,Increase safety stock or reorder point,,,,,71.0,97.0,26.0,,,,,,,Office Supplies
SLG_BREACH,224050,2,HIGH,Service level below target: 54.8% vs 97.0% target,2026-03-17 14:20:56,"Sizzix® Texturz Impressions Pad, Black",,Increase safety stock or reorder point,,,,,54.8,97.0,42.2,,,,,,,Office Supplies
SLG_BREACH,232568,2,HIGH,Service level below target: 6.5% vs 97.0% target,2026-03-17 14:20:56,"Trademark Fine Art 11"" x 14"" Acrylic, Black Frame",,Increase safety stock or reorder point,,,,,6.5,97.0,90.5,,,,,,,Office Supplies
SLG_BREACH,234685,2,HIGH,Service level below target: 67.7% vs 98.0% target,2026-03-17 14:20:56,NoTrax OrienTrax Nylon Fiber Specialty Entrance Fl,,Increase safety stock or reorder point,,,,,67.7,98.0,30.3,,,,,,,Breakroom
SLG_BREACH,24260565,2,HIGH,Service level below target: 71.0% vs 98.0% target,2026-03-17 14:20:56,LUX A4 Invitation Envelopes (4 1/4 x 6 1/4) 50/Pac,,Increase safety stock or reorder point,,,,,71.0,98.0,27.0,,,,,,,Shipping
SLG_BREACH,24323707,2,HIGH,Service level below target: 12.9% vs 95.0% target,2026-03-17 14:20:56,"Tape Logic® Removable Rectangle Laser Labels, 8 1/",,Increase safety stock or reorder point,,,,,12.9,95.0,82.1,,,,,,,Office Supplies
SLG_BREACH,24324058,2,HIGH,Service level below target: 0.0% vs 95.0% target,2026-03-17 14:20:56,"Vangoddy Nylon Casual Messenger Bag, Black (PT_NBK",,Increase safety stock or reorder point,,,,,0.0,95.0,95.0,,,,,,,Office Supplies
SLG_BREACH,24357363,2,HIGH,Service level below target: 25.8% vs 95.0% target,2026-03-17 14:20:56,"Luxor Magnetic Wall Mounted Glass Board, Aluminum,",,Increase safety stock or reorder point,,,,,25.8,95.0,69.2,,,,,,,Furniture
SLG_BREACH,24367933,2,HIGH,Service level below target: 22.6% vs 99.0% target,2026-03-17 14:20:56,"Moleskine Cahier Journal, Dotted, Black, 3/Pack (7",,Increase safety stock or reorder point,,,,,22.6,99.0,76.4,,,,,,,Office Supplies
SLG_BREACH,24395819,2,HIGH,Service level below target: 16.1% vs 97.0% target,2026-03-17 14:20:56,Mind Reader Monitor Stand Riser with Drawer Storag,,Increase safety stock or reorder point,,,,,16.1,97.0,80.9,,,,,,,Technology
SLG_BREACH,24497573,2,HIGH,Service level below target: 87.1% vs 97.0% target,2026-03-17 14:20:56,"Creativity Street Wiggle Eyes Sticker Roll, Black,",,Increase safety stock or reorder point,,,,,87.1,97.0,9.9,,,,,,,Office Supplies
SLG_BREACH,24511316,2,HIGH,Service level below target: 6.5% vs 98.0% target,2026-03-17 14:20:56,"Bazic Sign Here Flags with Dispenser, 1"" Wide, Yel",,Increase safety stock or reorder point,,,,,6.5,98.0,91.5,,,,,,,Office Supplies
SLG_BREACH,245145,2,HIGH,Service level below target: 12.9% vs 99.0% target,2026-03-17 14:20:56,Trademark Fine Art Montagnes Russes 1888' Canvas A,,Increase safety stock or reorder point,,,,,12.9,99.0,86.1,,,,,,,Office Supplies
SLG_BREACH,24514624,2,HIGH,Service level below target: 54.8% vs 99.0% target,2026-03-17 14:20:56,24 SQUARE ADV LBL GLS 2X2 POL,,Increase safety stock or reorder point,,,,,54.8,99.0,44.2,,,,,,,Office Supplies
SLG_BREACH,24516637,2,HIGH,Service level below target: 90.3% vs 98.0% target,2026-03-17 14:20:56,"Ashley Dry Erase Magnetic Whiteboard Erasers, Butt",,Increase safety stock or reorder point,,,,,90.3,98.0,7.7,,,,,,,Furniture
SLG_BREACH,24525857,2,HIGH,Service level below target: 29.0% vs 98.0% target,2026-03-17 14:20:56,AdirOffice 72'' 4-Tier Key Lock Green Steel Storag,,Increase safety stock or reorder point,,,,,29.0,98.0,69.0,,,,,,,Furniture
SLG_BREACH,24540214,2,HIGH,Service level below target: 41.9% vs 99.0% target,2026-03-17 14:20:56,"GoFit Pro Gray Men's Trainer Gloves, XL (GF-GTC-XL",,Increase safety stock or reorder point,,,,,41.9,99.0,57.1,,,,,,,Office Supplies
SLG_BREACH,24541649,2,HIGH,Service level below target: 0.0% vs 98.0% target,2026-03-17 14:20:56,Honeywell Fire/Waterproof Safe with Keypad w/Key L,,Increase safety stock or reorder point,,,,,0.0,98.0,98.0,,,,,,,Office Supplies
SLG_BREACH,2509195,2,HIGH,Service level below target: 0.0% vs 97.0% target,2026-03-17 14:20:56,BJ's Restaurant & Brewhouse Gift Card $25 (Email D,,Increase safety stock or reorder point,,,,,0.0,97.0,97.0,,,,,,,Office Supplies
SLG_BREACH,254435,2,HIGH,Service level below target: 45.2% vs 98.0% target,2026-03-17 14:20:56,Trademark Fine Art Ryan Radke 'Italian Bus Stop' C,,Increase safety stock or reorder point,,,,,45.2,98.0,52.8,,,,,,,Office Supplies
SLG_BREACH,2573958,2,HIGH,Service level below target: 54.8% vs 98.0% target,2026-03-17 14:20:56,Trademark Fine Art Philippe Hugonnard 'Another Loo,,Increase safety stock or reorder point,,,,,54.8,98.0,43.2,,,,,,,Office Supplies
SLG_BREACH,262017,2,HIGH,Service level below target: 29.0% vs 98.0% target,2026-03-17 14:20:56,"JAM Paper® A2 Metallic Invitation Envelopes, 4.375",,Increase safety stock or reorder point,,,,,29.0,98.0,69.0,,,,,,,Shipping
SLG_BREACH,2632924,2,HIGH,Service level below target: 3.2% vs 97.0% target,2026-03-17 14:20:56,JAM PAPER A9 Colored Invitation Envelopes with Pee,,Increase safety stock or reorder point,,,,,3.2,97.0,93.8,,,,,,,Shipping
SLG_BREACH,2726340,2,HIGH,Service level below target: 77.4% vs 95.0% target,2026-03-17 14:20:56,Compact 4-Roll Quad Coreless Toilet Paper Dispense,,Increase safety stock or reorder point,,,,,77.4,95.0,17.6,,,,,,,Office Supplies
SLG_BREACH,282354,2,HIGH,Service level below target: 51.6% vs 98.0% target,2026-03-17 14:20:56,LUX A1 Invitation Envelopes (3 5/8 x 5 1/8) 50/Box,,Increase safety stock or reorder point,,,,,51.6,98.0,46.4,,,,,,,Shipping
